,Level,Date and Time,Source,Event ID,Task Category,
124,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
125,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
126,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
127,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
128,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
129,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
130,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
131,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
132,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
133,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
134,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
135,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
136,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
137,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
138,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
139,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
140,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
141,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
142,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
143,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
144,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
145,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
146,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
147,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
148,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
149,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
150,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
151,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
152,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
153,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
154,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
155,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
156,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
157,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
158,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
159,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
160,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
161,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
162,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
163,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
164,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
165,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
166,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
167,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
168,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
169,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
170,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
171,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
172,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
173,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
174,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
175,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
176,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
177,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
178,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
179,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
180,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
181,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
182,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
183,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
184,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
185,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
186,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
187,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
188,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
189,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
190,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
191,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
192,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
193,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
194,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
195,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
196,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
197,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
198,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
199,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
200,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
201,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
202,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
203,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
204,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
205,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
206,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
207,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
208,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
209,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
210,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
211,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
212,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
213,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
214,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
215,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
216,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
217,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
218,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
219,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
220,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
221,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
222,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
223,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
224,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
225,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
226,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
227,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
228,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
229,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
230,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
231,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
232,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
233,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
234,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
235,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
236,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
237,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
238,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
239,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
240,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
241,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
242,Error,30-11-2022 13:42,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
243,Error,30-11-2022 11:46,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
244,Error,30-11-2022 11:09,Microsoft-Windows-DistributedCOM,10010,None,The server {8CFC164F-4BE5-4FDD-94E9-E2AF73ED4A19} did not register with DCOM within the required timeout.
245,Error,30-11-2022 11:05,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
246,Error,29-11-2022 21:19,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
247,Error,29-11-2022 19:31,Application Error,1000,Application Crashing Events,"Faulting application name: mfevtps.exe, version: 22.7.0.191, time stamp: 0x62b9312c
Faulting module name: CRYPT32.dll, version: 10.0.22621.674, time stamp: 0xf88e9ce4
Exception code: 0xc0000005
Fault offset: 0x000000000001ff72
Faulting process id: 0x0x1774
Faulting application start time: 0x0x1D8FE871E851854
Faulting application path: C:\Windows\system32\mfevtps.exe
Faulting module path: C:\WINDOWS\SYSTEM32\CRYPT32.dll
Report Id: e60fa5a3-0d5c-4977-b32f-201895b4ff00
Faulting package full name: 
Faulting package-relative application ID: "
248,Error,29-11-2022 16:22,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
249,Error,29-11-2022 12:03,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
250,Error,29-11-2022 09:43,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
251,Error,28-11-2022 21:16,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
252,Error,28-11-2022 17:15,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
253,Error,28-11-2022 12:43,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
254,Error,28-11-2022 11:23,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WslService service.
255,Error,27-11-2022 15:27,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
256,Error,27-11-2022 11:03,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D05: 9NBLGGH4MSV6-CanonicalGroupLimited.UbuntuonWindows.
